index,symbol,companyName,floor,industryName
278,GTK,Công ty Cổ phần Giầy Thụy Khuê,UPCOM,Giầy dép
279,GTS,Công ty cổ phần Công trình Giao thông Sài Gòn,UPCOM,Xây dựng công trình
280,GTT,Công ty Cổ phần Thuận Thảo ,UPCOM,Khách sạn
281,GVT,Công ty Cổ phần Giấy Việt Trì,UPCOM,Giấy
282,H11,Công ty Cổ phần Xây dựng HUD101,UPCOM,Xây dựng công trình
283,HAB,Công ty Cổ phần Sách và Thiết bị trường học Hà Nội,UPCOM,Hoạt động xuất bản
284,HAC,Công ty cổ phần Chứng khoán Hải Phòng,UPCOM,Dịch vụ đầu tư
285,HAF,Công ty cổ phần Thực phẩm Hà Nội,UPCOM,Bán lẻ thực phẩm
286,HAM,Công ty Cổ phần Vật tư Hậu Giang,UPCOM,Vật liệu xây dựng
287,HAN,Tổng Công ty Xây dựng Hà Nội,UPCOM,"Xây dựng, chế tạo nhà ở"
288,HAV,Công ty Cổ phần Rượu Hapro,UPCOM,"Rượu, đồ uống có cồn"
289,HAW,Công ty cổ phần cấp nước và vệ sinh môi trường nông thôn Hậu Giang,UPCOM,Nước
290,HBD,Công ty Cổ phần Bao bì PP Bình Dương,UPCOM,Bao bì & đóng gói
291,HBH,Công ty Cổ phần Habeco - Hải Phòng,UPCOM,Sản xuất bia
292,HC1,Công ty Cổ phần Xây dựng số 1 Hà Nội,UPCOM,"Xây dựng, chế tạo nhà ở"
293,HC3,Công ty Cổ phần Xây dựng số 3 Hải Phòng,UPCOM,Xây dựng công trình
294,HCB,Công ty cổ phần Dệt may 29/3,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
295,HCI,Công ty Cổ phần Đầu tư - Xây dựng Hà Nội ,UPCOM,Xây dựng công trình
296,HD2,Công ty cổ phần Đầu tư Phát triển nhà HUD2,UPCOM,Đầu tư và phát triển bất động sản
297,HD6,Công ty Cổ phần đầu tư và phát triển Nhà số 6 Hà Nội,UPCOM,Đầu tư và phát triển bất động sản
298,HD8,Công ty cổ phần Đầu tư phát triển nhà và đô thị HUD8,UPCOM,Đầu tư và phát triển bất động sản
299,HDM,Công ty Cổ phần Dệt - May Huế ,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
300,HDO,Công ty Cổ phần Hưng Đạo Container ,UPCOM,Bao bì & đóng gói
301,HDP,Công ty Cổ phần Dược Hà Tĩnh,UPCOM,Dược phẩm
302,HDW,Công ty Cổ phần Kinh doanh Nước sạch Hải Dương,UPCOM,Nước
303,HEC,Công ty cổ phần Tư vấn Xây dựng Thủy Lợi II,UPCOM,Xây dựng công trình
304,HEJ,Tổng công ty Tư vấn Xây dựng Thủy Lợi Việt Nam - CTCP,UPCOM,Xây dựng công trình
305,HEM,Công ty cổ phần Chế tạo Điện cơ Hà Nội,UPCOM,Thiết bị điện
306,HEP,Công ty cổ phần Môi trường và Công trình đô thị Huế,UPCOM,Dịch vụ xử lý phế liệu phế thải
307,HES,Công ty cổ phần Dịch vụ Giải trí Hà Nội,UPCOM,Dịch vụ vui chơi giải trí
308,HFB,Công ty cổ phần Công trình Cầu phà Thành phố Hồ Chí Minh,UPCOM,Xây dựng công trình
309,HFC,Công ty cổ phần Xăng dầu HFC,UPCOM,Gas
310,HFX,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Thanh Hà ,UPCOM,Vật liệu xây dựng
311,HGA,CÔNG TY CP NÔNG NGHIỆP CÔNG NGHỆ CAO HẬU GIANG,UPCOM,Nông sản và thủy hải sản
312,HGC,Trung tâm Quy hoạch - Kiến trúc tỉnh Hậu Giang,UPCOM,Dịch vụ bất động sản
313,HGR,Công ty cổ phần Tài nguyên và Môi trường Hậu Giang,UPCOM,Dịch vụ bất động sản
314,HGT,CÔNG TY CỔ PHẦN DU LỊCH HƯƠNG GIANG,UPCOM,Du lịch
315,HGW,Công ty TNHH MTV Thương mại - Dịch vụ - Xây dựng Cửu Long,UPCOM,Xây dựng công trình
316,HHN,Công ty cổ phần Vận tải và Dịch vụ hàng hóa Hà Nội,UPCOM,Dịch vụ vận tải
317,HHR,Công ty cổ phần Đường sắt Hà Hải,UPCOM,Xây dựng công trình
318,HHV,Công ty Cổ phần Đầu tư hạ tầng giao thông Đèo Cả,UPCOM,Dịch vụ vận tải
319,HIG,Công ty Cổ phần Tập đoàn HIPT ,UPCOM,Thiết bị viễn thông
320,HJC,Công ty Cổ phần Hòa Việt ,UPCOM,Nông sản và thủy hải sản
321,HKB,Công ty Cổ phần nông nghiệp và thực phẩm Hà Nội - Kinh Bắc ,UPCOM,Sản xuất thực phẩm
322,HKP,CÔNG TY CỔ PHẦN BAO BÌ HÀ TIÊN,UPCOM,Bao bì & đóng gói
323,HLA,Công ty Cổ phần Hữu Liên Á Châu,UPCOM,Thép
324,HLB,Công ty Cổ phần Bia và Nước giải khát Hạ Long,UPCOM,Sản xuất bia
325,HLE,Công ty cổ phần Điện chiếu sáng Hải Phòng,UPCOM,Điện
326,HLG,Công ty Cổ phần Tập đoàn Hoàng Long,UPCOM,Thuốc lá
327,HLR,Công ty cổ phần Đường sắt Hà Lạng,UPCOM,Đường sắt
328,HLS,Công ty Cổ phần Sứ kỹ thuật Hoàng Liên Sơn,UPCOM,Thiết bị điện
329,HLT,Công ty Cổ phần Dệt may Hoàng Thị Loan,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
330,HLY,Công ty cổ phần gốm xây dựng Yên Hưng,UPCOM,Vật liệu xây dựng
331,HMG,Công ty Cổ phần kim khí Hà Nội - VNSTEEL,UPCOM,Vật liệu xây dựng
332,HMS,Công ty cổ phần Xây dựng bảo tàng Hồ Chí Minh,UPCOM,Xây dựng công trình
333,HNA,Công ty cổ phần Thủy điện Hủa Na,UPCOM,Điện
334,HNB,Công ty Cổ phần Bến xe Hà Nội ,UPCOM,Du lịch
335,HND,Công ty Cổ phần Nhiệt điện Hải Phòng,UPCOM,Điện
336,HNE,Công ty Cổ phần Hanel,UPCOM,Đồ điện tử
337,HNF,Công ty Cổ phần Thực phẩm Hữu Nghị ,UPCOM,Sản xuất thực phẩm
338,HNI,Công ty Cổ phần May Hữu Nghị,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
339,HNM,Công ty Cổ phần Sữa Hà Nội,UPCOM,Sản xuất thực phẩm
340,HNP,Công ty cổ phần Hanel Xốp nhựa,UPCOM,Hóa chất cơ bản
341,HNR,Công ty Cổ phần Rượu và Nước giải khát Hà Nội,UPCOM,"Rượu, đồ uống có cồn"
342,HNT,Công ty cổ phần Xe điện Hà Nội,UPCOM,Dịch vụ vận tải
343,HPB,Công ty Cổ phần Bao bì PP,UPCOM,Bao bì & đóng gói
344,HPD,Công ty Cổ phần thủy điện Đăk Đoa,UPCOM,Điện
345,HPH,Công ty Cổ phần Hóa chất Hưng Phát Hà Bắc,UPCOM,Hóa chất cơ bản
346,HPI,Công ty cổ phần khu công nghiệp Hiệp Phước,UPCOM,Đầu tư và phát triển bất động sản
347,HPP,Công ty Cổ phần Sơn Hải Phòng ,UPCOM,Hóa chất đặc biệt
348,HPT,Công ty Cổ phần Dịch vụ Công nghệ Tin học HPT ,UPCOM,Phần cứng
349,HPW,Công ty cổ phần Cấp nước Hải Phòng,UPCOM,Nước
350,HRB,Công ty cổ phần Harec Đầu tư và Thương Mại,UPCOM,Đầu tư và phát triển bất động sản
351,HRT,Công ty cổ phần Vận tải Đường sắt Hà Nội,UPCOM,Đường sắt
352,HSA,Công ty Cổ phần Hestia,UPCOM,Dịch vụ hỗ trợ kinh doanh
353,HSI,Công ty Cổ phần Vật tư Tổng hợp và Phân bón Hóa sinh,UPCOM,Hóa chất đặc biệt
354,HSM,Tổng Công ty Cổ phần Dệt May Hà Nội,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
355,HSP,Công ty cổ phần Sơn Tổng hợp Hà Nội,UPCOM,Vật liệu xây dựng
356,HSV,Công ty Cổ phần Gang thép Hà Nội,UPCOM,Kim loại màu
357,HTE,Công ty Cổ phần Đầu tư Kinh doanh điện lực Thành phố Hồ Chí Minh,UPCOM,Xây dựng công trình
358,HTG,Tổng Công ty Cổ phần Dệt may Hòa Thọ,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
359,HTH,Công ty Cổ phần Hoa tiêu hàng hải - TKV,UPCOM,Dịch vụ hỗ trợ kinh doanh
360,HTK,Công ty cổ phần Đăng kiểm xe cơ giới Hải Dương,UPCOM,Dịch vụ hỗ trợ kinh doanh
361,HTM,Tổng Công ty Thương Mại Hà Nội - Công ty cổ phần,UPCOM,Bán lẻ tổng hợp
362,HTR,Công ty cổ phần Đường sắt Hà Thái,UPCOM,Đường sắt
363,HTT,Công ty Cổ phần Thương mại Hà Tây,UPCOM,Đầu tư và phát triển bất động sản
364,HTW,Công ty Cổ phần cấp nước Hà Tĩnh,UPCOM,Nước
365,HU4,Công ty Cổ phần Đầu tư và Xây dựng HUD4,UPCOM,Xây dựng công trình
366,HU6,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị HUD6,UPCOM,Đầu tư và phát triển bất động sản
367,HUG,Tổng công ty May Hưng Yên - Công ty Cổ phần,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
368,HUX,Công ty cổ phần khoáng sản Thừa Thiên Huế,UPCOM,Khai khoáng nói chung
369,HVA,Công ty Cổ phần Đầu tư HVA,UPCOM,Sản xuất thực phẩm
370,HVG,Công ty Cổ phần Hùng Vương ,UPCOM,Nông sản và thủy hải sản
371,HWS,Công ty Cổ phần Cấp nước Thừa Thiên Huế,UPCOM,Nước
372,I10,Công ty Cổ phần Đầu tư Xây dựng số 10 IDICO,UPCOM,Xây dựng công trình
373,IBD,Công ty Cổ phần In Tổng hợp Bình Dương,UPCOM,Bao bì & đóng gói
374,IBN,Công ty TNHH MTV In báo Nghệ An,UPCOM,Hoạt động xuất bản
375,ICC,Công ty cổ phần Xây dựng Công nghiệp,UPCOM,Xây dựng công trình
376,ICF,Công ty Cổ phần Đầu tư Thương mại Thủy sản ,UPCOM,Nông sản và thủy hải sản
377,ICI,Công ty Cổ phần Đầu tư và Xây dựng Công nghiệp,UPCOM,Vật liệu xây dựng
378,ICN,Công ty Cổ phần Đầu Tư Xây Dựng Dầu Khí IDICO ,UPCOM,Xây dựng công trình
379,IDP,CÔNG TY CỔ PHẦN SỮA QUỐC TẾ,UPCOM,Sản xuất thực phẩm
380,IFS,Công ty Cổ phần Thực phẩm Quốc Tế,UPCOM,Sản xuất thực phẩm
381,IHK,Công ty Cổ phần In Hàng không ,UPCOM,Hoạt động xuất bản
382,ILA,Công ty Cổ phần ILA,UPCOM,Sản xuất thực phẩm
383,ILC,Công ty Cổ phần Hợp tác lao động với nước ngoài,UPCOM,Dịch vụ cung ứng lao động và đào tạo
384,ILS,Công ty cổ phần Đầu tư Thương mại và Dịch vụ Quốc tế,UPCOM,Dịch vụ giao nhận
385,IME,Công ty Cổ phần Cơ khí và Xây lắp Công nghiệp ,UPCOM,Xây dựng công trình
386,IN4,Công ty Cổ phần In số 4,UPCOM,Hoạt động xuất bản
387,IPH,Công ty cổ phần In và Phát hành biểu mẫu thống kê,UPCOM,Hoạt động xuất bản
388,IRC,Công ty cổ phần Cao su Công nghiệp,UPCOM,Săm lốp
389,ISG,Công ty Cổ phần Vận tải biển và Hợp tác lao động quốc tế,UPCOM,Vận tải biển
390,ISH,Công ty Cổ phần thủy điện SROK Phu Miêng IDICO,UPCOM,Điện
391,IST,Công ty cổ phần ICD Tân Cảng Sóng Thần,UPCOM,Dịch vụ vận tải
392,ITS,"Công ty Cổ phần Đầu tư, Thương mại và Dịch vụ - Vinacomin",UPCOM,Cung ứng
393,JOS,Công ty cổ phần Chế biến Thủy sản Xuất khẩu Minh Hải,UPCOM,Nông sản và thủy hải sản
394,KAC,Công ty Cổ phần Đầu tư Địa ốc Khang An,UPCOM,Đầu tư và phát triển bất động sản
395,KCB,Công ty Cổ phần Khoáng Sản Luyện Kim Cao Bằng,UPCOM,Kim loại màu
396,KCE,Công ty Cổ phần Bê tông Ly tâm Điện lực Khánh Hòa,UPCOM,Vật liệu xây dựng
397,KGM,Công ty cổ phần Xuất nhập khẩu Kiên Giang,UPCOM,Sản xuất thực phẩm
398,KHA,Công ty Cổ phần Đầu tư và Dịch vụ Khánh Hội,UPCOM,Đầu tư và phát triển bất động sản
399,KHB,Công ty Cổ phần Khoáng sản Hòa Bình,UPCOM,Khai khoáng nói chung
400,KHD,"Công ty cổ phần khai thác, chế biến khoáng sản Hải Dương",UPCOM,Khai khoáng nói chung
401,KHL,Công ty Cổ phần Khoáng sản và Vật liệu Xây dựng Hưng Long,UPCOM,Vật liệu xây dựng
402,KHW,Công ty cổ phần Cấp thoát nước Khánh Hòa,UPCOM,Nước
403,KIP,Công ty cổ phần K.I.P Việt Nam,UPCOM,Thiết bị điện
404,KLB,Ngân hàng Thương mại Cổ phần Kiên Long,UPCOM,Ngân hàng
405,KLM,CÔNG TY CỔ PHẦN KIM LOẠI MÀU NGHỆ TĨNH,UPCOM,Khai khoáng nói chung
406,KSH,Công ty Cổ phần DAMAC GLS,UPCOM,Khai khoáng nói chung
407,KSK,Công ty Cổ phần Khoáng sản Luyện kim màu ,UPCOM,Công nghiệp đa ngành
408,KSV,Tổng công ty Khoáng sản TKV - CTCP,UPCOM,Khai khoáng nói chung
409,KTC,Công ty Cổ phần Thương mại Kiên Giang,UPCOM,Bán lẻ tổng hợp
410,KTL,Công ty Cổ phần kim khí Thăng Long ,UPCOM,Các sản phẩm gia dụng lâu bền
411,L12,Công ty cổ phần Licogi 12,UPCOM,Xây dựng công trình
412,L44,Công ty Cổ phần Lilama 45.4,UPCOM,Xây dựng công trình
413,L45,Công ty cổ phần Lilama 45.1,UPCOM,Vật liệu xây dựng
414,L63,Công ty Cổ phần Lilama 69-3,UPCOM,Vật liệu xây dựng
415,LAI,Công ty Cổ phần Đầu tư xây dựng Long An IDICO ,UPCOM,Đầu tư và phát triển bất động sản
416,LAW,Công ty Cổ phần Cấp thoát nước Long An,UPCOM,Nước
417,LBC,Công ty cổ phần Thương mại - Đầu tư Long Biên,UPCOM,Dịch vụ tiêu dùng chuyên dụng
418,LCC,CTCP Xi măng Hồng Phong,UPCOM,Vật liệu xây dựng
419,LCW,Công ty Cổ phần nước sạch Lai Châu,UPCOM,Nước
420,LDW,Công ty cổ phần Cấp thoát nước Lâm Đồng,UPCOM,Nước
421,LG9,Công ty Cổ phần Cơ giới và Xây lắp số 9,UPCOM,Xây dựng công trình
422,LGM,Công ty Cổ phần Giày da và May mặc Xuất khẩu (LEGAMEX),UPCOM,"Đồ may mặc, trang sức, phụ kiện"
423,LIC,Tổng Công ty LICOGI - CTCP,UPCOM,Xây dựng công trình
424,LKW,Công ty Cổ phần Cấp nước Long Khánh,UPCOM,Nước
425,LLM,Tổng công ty lắp máy Việt Nam - Công ty Cổ phần,UPCOM,Xây dựng công trình
426,LM3,Công ty Cổ phần Lilama 3 ,UPCOM,Xây dựng công trình
427,LMC,Công ty cổ phần Khoáng sản Latca,UPCOM,Khai khoáng nói chung
428,LMH,Công ty cổ phần quốc tế Holding,UPCOM,Bán lẻ tổng hợp
429,LMI,Công ty Cổ phần Đầu tư Xây dựng lắp máy IDICO,UPCOM,Xây dựng công trình
430,LNC,Công ty cổ phần Lệ Ninh,UPCOM,Chế phẩm từ gỗ
431,LO5,Công ty Cổ phần Lilama 5 ,UPCOM,Xây dựng công trình
432,LPT,Công ty cổ phần Thương mại và Sản xuất Lập Phương Thành,UPCOM,Dịch vụ cung ứng lao động và đào tạo
433,LQN,Công ty cổ phần LICOGI Quảng Ngãi,UPCOM,Xây dựng công trình
434,LTC,Công ty Cổ phần Điện nhẹ Viễn thông,UPCOM,Thiết bị viễn thông
435,LTG,Công ty Cổ phần Tập đoàn Lộc Trời,UPCOM,Hóa chất đặc biệt
436,LWS,Công ty cổ phần Cấp nước tỉnh Lào Cai,UPCOM,Nước
437,LYF,Công ty Cổ phần Lương Thực Lương Yên,UPCOM,Sản xuất thực phẩm
438,M10,Tổng công ty May 10 - Công ty Cổ phần,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
439,MA1,CÔNG TY CỔ PHẦN THIẾT BỊ,UPCOM,Thiết bị điện
440,MBN,Công ty cổ phần Môi trường và Công trình đô thị Bắc Ninh,UPCOM,Dịch vụ xử lý phế liệu phế thải
441,MC3,Công ty cổ phần Khoáng sản 3 - Vimico,UPCOM,Khai khoáng nói chung
442,MCH,Công ty cổ phần Hàng Tiêu Dùng Masan,UPCOM,Sản xuất thực phẩm
443,MCI,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Vật liệu IDICO,UPCOM,Vật liệu xây dựng
444,MCM,CÔNG TY CỔ PHẦN GIỐNG BÒ SỮA MỘC CHÂU,UPCOM,Sản xuất thực phẩm
445,MCT,Công ty cổ phần Kinh doanh vật tư và Xây dựng,UPCOM,Xây dựng công trình
446,MDA,Công ty cổ phần Môi trường Đô thị Đông Anh,UPCOM,Dịch vụ xử lý phế liệu phế thải
447,MDF,Công ty Cổ phần Gỗ MDF VRG - Quảng Trị,UPCOM,"Đồ đạc, nội thất"
448,MEC,Công ty Cổ phần cơ khí - lắp máy Sông Đà,UPCOM,Xây dựng công trình
449,MEF,Công ty Cổ phần MEINFA,UPCOM,Thiết bị y tế
450,MEG,CÔNG TY CỔ PHẦN MEGRAM,UPCOM,Bán lẻ dụng cụ gia đình
451,MES,Công ty Cổ phần Cơ điện Công trình,UPCOM,Vật liệu xây dựng
452,MFS,Công ty cổ phần Dịch vụ kỹ thuật Mobifone,UPCOM,Dịch vụ viễn thông di động
453,MGC,Công ty cổ phần Địa chất mỏ - TKV,UPCOM,Than đá
454,MGG,Tổng công ty Đức Giang - Công ty cổ phần,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
455,MH3,Công ty cổ phần Khu công nghiệp Cao su Bình Long,UPCOM,Đầu tư và phát triển bất động sản
